Tickers,Stock Code,Name of Securities,Category,Board Lot,ISIN,RMB Counter
3888.hk,03888,KINGSOFT,Equity,200,KYG5264Y1089,
3889.hk,03889,GLOBAL CORN GP,Equity,"2,000",KYG3932Q1029,
3893.hk,03893,CROSSTEC,Equity,"12,000",KYG257501299,
3896.hk,03896,KINGSOFT CLOUD,Equity,"2,000",KYG5264S1012,
3898.hk,03898,TIMES ELECTRIC,Equity,100,CNE1000004X4,
3899.hk,03899,CIMC ENRIC,Equity,"2,000",KYG2198S1093,
3900.hk,03900,GREENTOWN CHINA,Equity,500,KYG4100M1050,
3903.hk,03903,HANHUA FIN,Equity,"2,000",CNE100001S99,
3908.hk,03908,CICC,Equity,400,CNE100002359,
3913.hk,03913,KWG LIVING,Equity,"1,000",KYG5322R1039,
3918.hk,03918,NAGACORP,Equity,"2,000",KYG6382M1096,
3919.hk,03919,GOLDENPOWER,Equity,"4,000",KYG3959Y1456,
3928.hk,03928,CHINA NEXT-GEN,Equity,"2,000",KYG773821023,
3931.hk,03931,CALB,Equity,100,CNE100005LL8,
3933.hk,03933,UNITED LAB,Equity,"2,000",KYG8813K1085,
3938.hk,03938,LFG INV HLDGS,Equity,"2,000",KYG5471A1094,
3939.hk,03939,WANGUO GOLD GP,Equity,"2,000",KYG9430L1077,
3958.hk,03958,DFZQ,Equity,400,CNE1000027F2,
3963.hk,03963,RONGZHONG FIN,Equity,"10,000",KYG2119M1087,
3968.hk,03968,CM BANK,Equity,500,CNE1000002M1,
3969.hk,03969,CHINA CRSC,Equity,"1,000",CNE1000021L3,
3978.hk,03978,BESTSTUDY EDU,Equity,"1,000",KYG2121W1024,
3983.hk,03983,CHINA BLUECHEM,Equity,"2,000",CNE1000002D0,
3988.hk,03988,BANK OF CHINA,Equity,"1,000",CNE1000001Z5,
3989.hk,03989,CAPITAL ENV,Equity,"2,000",KYG1941T1094,
3990.hk,03990,MIDEA REAL EST,Equity,200,KYG609201085,
3991.hk,03991,CHANGHONG JH,Equity,"2,000",BMG2042K1045,
3993.hk,03993,CMOC,Equity,"3,000",CNE100000114,
3996.hk,03996,CH ENERGY ENG,Equity,"2,000",CNE1000023C8,
3997.hk,03997,TSO,Equity,"2,000",KYG873111093,
3998.hk,03998,BOSIDENG,Equity,"2,000",KYG126521064,
3999.hk,03999,DACHAN FOOD,Equity,"1,000",KYG261441086,
4332.hk,04332,AMGEN-T,Equity,10,US0311621009,
4333.hk,04333,CISCO-T,Equity,10,US17275R1023,
4335.hk,04335,INTEL-T,Equity,10,US4581401001,
4336.hk,04336,APPL MATERIAL-T,Equity,10,US0382221051,
4337.hk,04337,STARBUCKS-T,Equity,20,US8552441094,
4338.hk,04338,MICROSOFT-T,Equity,10,US5949181045,
4620.hk,04620,ICBC 20USDPREF,Equity,"10,000",XS2229473678,
4621.hk,04621,CINDA 21USDPREF,Equity,"10,000",XS2397254579,
6030.hk,06030,CITIC SEC,Equity,500,CNE1000016V2,
6033.hk,06033,TELECOM DIGIT,Equity,"1,000",KYG8741M1197,
6036.hk,06036,APEX ACE HLDG,Equity,"5,000",KYG047181055,
6038.hk,06038,G & M HLDGS,Equity,"10,000",KYG345141025,
6049.hk,06049,POLY PPT SER,Equity,200,CNE100003PV3,
6055.hk,06055,CTIHK,Equity,"1,000",HK0000503208,
6058.hk,06058,CISI FIN,Equity,"2,000",KYG212101029,
6060.hk,06060,ZA ONLINE,Equity,100,CNE100002QY7,
6063.hk,06063,LOTUS HORIZON,Equity,"8,000",KYG5656N1088,
6066.hk,06066,CSC,Equity,500,CNE100002B89,
6068.hk,06068,WISDOM EDU INTL,Equity,"2,000",KYG972281037,
6069.hk,06069,SY HOLDINGS,Equity,500,KYG8116R1074,
6078.hk,06078,HYGEIA HEALTH,Equity,200,KYG4712E1035,
6080.hk,06080,WING CHI HLDGS,Equity,"6,000",KYG970471077,
6083.hk,06083,WORLD-LINK LOG,Equity,"4,000",KYG9774T1040,
6086.hk,06086,FANGZHOU JIANKE,Equity,500,KYG3314S1066,
6088.hk,06088,FIT HON TENG,Equity,"1,000",KYG3R83K1037,
6093.hk,06093,HEVOL SERVICES,Equity,"2,000",KYG4420L1005,
6098.hk,06098,CG SERVICES,Equity,"1,000",KYG2453A1085,
6099.hk,06099,CMSC,Equity,200,CNE1000029Z6,
6100.hk,06100,TONGDAO LIEPIN,Equity,200,KYG8919T1022,
6108.hk,06108,NEW RAY MEDIC,Equity,"8,000",BMG647461372,
6110.hk,06110,TOPSPORTS,Equity,"1,000",KYG8924B1041,
6113.hk,06113,BITSTRAT HLDGS,Equity,"2,000",KYG9350R1002,
6117.hk,06117,RIZHAO PORT JR,Equity,"2,000",CNE100003KK7,
6118.hk,06118,AUSTAR,Equity,"1,000",KYG0632L1023,
6119.hk,06119,TIAN YUAN GP,Equity,"3,000",KYG888051094,
6122.hk,06122,JIUTAI RCB,Equity,"1,000",CNE100002BG6,
6123.hk,06123,YTO INTL EXP,Equity,"2,000",KYG9877D1051,
6127.hk,06127,JOINN,Equity,100,CNE100004BP3,
6128.hk,06128,GRAPHEX GROUP,Equity,"10,000",KYG4066M1151,
6133.hk,06133,VITAL INNO,Equity,"1,000",KYG9381Y1089,
6136.hk,06136,KANGDA ENV,Equity,"1,000",KYG521541048,
6138.hk,06138,HARBIN BANK,Equity,"1,000",CNE100001SB3,
6158.hk,06158,ZHENRO PPT,Equity,"1,000",KYG9897E1098,
6160.hk,06160,BEIGENE,Equity,100,CH1391448177,
6162.hk,06162,TR INTERIORS,Equity,"8,000",KYG844001035,
6163.hk,06163,GEMILANG INTL,Equity,"2,000",KYG378791068,
6168.hk,06168,ZHOU LIU FU,Equity,100,CNE100006Z38,
6169.hk,06169,YUHUA EDU,Equity,"2,000",KYG2120K1094,
6178.hk,06178,EB SECURITIES,Equity,200,CNE1000029M4,
6181.hk,06181,LAOPU GOLD,Equity,100,CNE100006JG0,
6182.hk,06182,TWINTEK,Equity,"8,000",KYG9143C1050,
6185.hk,06185,CANSINOBIO,Equity,200,CNE100003F01,
6186.hk,06186,CHINA FEIHE,Equity,"1,000",KYG2121Q1055,
6188.hk,06188,BJ DIGITAL,Equity,500,CNE100001ST5,
6189.hk,06189,ADWAY,Equity,500,CNE100002B71,
6190.hk,06190,BANKOFJIUJIANG,Equity,200,CNE1000031G2,
6193.hk,06193,TAILAM TECHCON,Equity,"2,000",KYG8661H1083,
6196.hk,06196,BANKOFZHENGZHOU,Equity,"1,000",CNE1000023P0,
6198.hk,06198,QINGDAO PORT,Equity,"1,000",CNE100001SG2,
6199.hk,06199,BANK OF GUIZHOU,Equity,"1,000",CNE100003PT7,
6288.hk,06288,FAST RETAIL-DRS,Equity,300,US31188H2004,
6601.hk,06601,CHEERWIN GP,Equity,500,KYG2072S1003,
6603.hk,06603,IFBH,Equity,200,SGXZ26193953,
6606.hk,06606,NH HEALTH,Equity,500,KYG6485S1021,
6608.hk,06608,BAIRONG-W,Equity,500,KYG0705A1085,
6609.hk,06609,HEARTCARE-B,Equity,50,CNE100004MN5,
6610.hk,06610,FLOWING CLOUD,Equity,"1,000",KYG3670B1014,
6611.hk,06611,SANXUN GROUP,Equity,"1,000",KYG7823E1026,
6613.hk,06613,LENS,Equity,200,CNE1000070N6,
6616.hk,06616,GLOBAL NEW MAT,Equity,"1,000",KYG392AS1011,
6618.hk,06618,JD HEALTH,Equity,50,KYG5074A1004,86618
6622.hk,06622,ZHAOKE OPHTH-B,Equity,500,KYG989M51017,
6623.hk,06623,LUFAX,Equity,100,KYG5700Y2097,
6626.hk,06626,YUEXIU SERVICES,Equity,500,HK0000746575,
6628.hk,06628,TRANSCENTA-B,Equity,500,KYG9005B1041,
6633.hk,06633,QINGCI GAMES,Equity,500,KYG7309C1096,
6638.hk,06638,OCFT,Equity,500,KYG6755B1106,
6639.hk,06639,ARRAIL GROUP,Equity,500,KYG0567M1096,
6655.hk,06655,HUAXIN CEMENT,Equity,100,CNE1000057N3,
6657.hk,06657,BAIWANG CO,Equity,100,CNE100006K01,
6660.hk,06660,AIM VACCINE,Equity,200,CNE100005KF2,
6661.hk,06661,HUZHOU GAS,Equity,500,CNE100005D19,
6663.hk,06663,IWS GROUP,Equity,"10,000",KYG499001066,
6666.hk,06666,EVERG SERVICES,Equity,500,KYG3224K1022,
6667.hk,06667,MEGA GENOMICS,Equity,200,KYG5960G1047,
6668.hk,06668,E-STAR CM,Equity,"1,000",KYG3170A1085,
6669.hk,06669,ACOTEC-B,Equity,"1,000",KYG0096M1096,
6676.hk,06676,ZG GROUP-W,Equity,500,KYG9898T1058,
6677.hk,06677,SINO-OCEAN SERV,Equity,500,KYG816CB1040,
6680.hk,06680,JLMAG,Equity,200,CNE1000055Y4,
6681.hk,06681,BRAINAURORA-B,Equity,"1,000",KYG1300R1083,
6682.hk,06682,FOURTH PARADIGM,Equity,100,CNE100005KD7,
6683.hk,06683,STARPLUS LEGEND,Equity,500,KYG8443S1093,
6686.hk,06686,NOAH HOLDINGS,Equity,100,KYG6542K1269,
6689.hk,06689,HONGJIU FRUIT,Equity,100,CNE100005G57,
6690.hk,06690,HAIER SMARTHOME,Equity,200,CNE1000048K8,
6693.hk,06693,CHIFENG GOLD,Equity,200,CNE100006T51,
6696.hk,06696,MANY IDEA CLOUD,Equity,"1,000",KYG5913R1166,
6698.hk,06698,STAR CM,Equity,100,KYG8438D1097,
6699.hk,06699,ANGELALIGN,Equity,200,KYG0405D1051,
6805.hk,06805,KIMOU ENVIRON,Equity,"2,000",KYG5258L1041,
6806.hk,06806,SWHY,Equity,800,CNE100003K53,
6808.hk,06808,SUNART RETAIL,Equity,500,HK0000083920,
6811.hk,06811,TAI HING GROUP,Equity,"1,000",KYG866191060,
6812.hk,06812,WINSON HLDGS HK,Equity,"5,000",KYG971751063,
6816.hk,06816,PROSPER CONS,Equity,"2,000",KYG7279E1017,
6818.hk,06818,CEB BANK,Equity,"1,000",CNE100001QW3,
6820.hk,06820,FRIENDTIMES,Equity,"2,000",KYG371BT1022,
6821.hk,06821,ASYMCHEM,Equity,100,CNE100004Z06,
6822.hk,06822,KING'S FLAIR,Equity,"2,000",KYG5258R1011,
6823.hk,06823,HKT-SS,Equity,"1,000",HK0000093390,
6826.hk,06826,HAOHAI BIOTEC,Equity,100,CNE100001W69,
6828.hk,06828,BG BLUE SKY,Equity,"8,000",BMG095871098,
6829.hk,06829,DRAGON RISE GP,Equity,"10,000",KYG2831B1178,
6830.hk,06830,HUAZHONG IN-V,Equity,"2,000",KYG4657L1041,
6831.hk,06831,GREEN TEA GROUP,Equity,400,KYG4102B1077,
6833.hk,06833,SINCO PHARMA,Equity,"4,000",KYG8154Y1052,
6838.hk,06838,WINOX,Equity,"2,000",KYG971741098,
6839.hk,06839,YUNNAN WATER,Equity,"1,000",CNE100001WB5,
6855.hk,06855,ASCENTAGE-B,Equity,100,KYG0519B1023,
6858.hk,06858,HONMAGOLF,Equity,500,KYG459461037,
6860.hk,06860,FINGERTANGO,Equity,"1,000",KYG3R10G1007,
6862.hk,06862,HAIDILAO,Equity,"1,000",KYG4290A1013,
6865.hk,06865,FLAT GLASS,Equity,"1,000",CNE100002375,
6866.hk,06866,ZUOLI M-FIN,Equity,"2,000",CNE100001TL0,
6868.hk,06868,TENFU,Equity,"1,000",KYG875941000,
6869.hk,06869,YOFC,Equity,500,CNE100001T72,
6877.hk,06877,TE HEALTHCARE,Equity,"5,000",KYG2R50B1046,
6878.hk,06878,DIFFER GP AUTO,Equity,"10,000",KYG2760V1187,
6881.hk,06881,CGS,Equity,500,CNE100001NT6,
6882.hk,06882,EGL HOLDINGS,Equity,"2,000",KYG3089V1023,
6883.hk,06883,ETERNAL BEAUTY,Equity,"1,000",KYG3206R1092,
6885.hk,06885,JINMA ENERGY,Equity,"1,000",CNE100002QZ4,
6886.hk,06886,HTSC,Equity,200,CNE100001YQ9,
6887.hk,06887,SUNSHINE PHARMA,Equity,100,CNE1000070M8,
6888.hk,06888,FREETECH,Equity,"1,000",KYG3728H1002,
6889.hk,06889,DYNAM JAPAN,Equity,200,JP3491910000,
6890.hk,06890,KANGLI INT HLDG,Equity,"2,000",KYG521551013,
6893.hk,06893,HINSANG GROUP,Equity,"2,000",KYG4590V1023,
6896.hk,06896,GOLDEN THROAT,Equity,500,KYG3961J1022,
6898.hk,06898,CHINA ALUMCAN,Equity,"2,000",KYG211551091,
6899.hk,06899,OURGAME,Equity,"1,000",KYG6847M1087,
6900.hk,06900,SUNKWAN PPT,Equity,"2,000",KYG8588G1001,
6908.hk,06908,HG SEMI,Equity,"5,000",KYG3970H1056,
6909.hk,06909,BETTERLIFE HLDG,Equity,"1,000",KYG1226F1054,
6911.hk,06911,LANCANG TEA,Equity,200,CNE1000069K4,
6913.hk,06913,SCVE GROUP,Equity,"2,000",KYG8281B1014,
6918.hk,06918,KIDZTECH,Equity,"2,000",KYG5259S1084,
6919.hk,06919,RENRUI HR,Equity,100,KYG7504A1067,
6922.hk,06922,CRYOFOCUS-B,Equity,200,CNE100005MV5,
6928.hk,06928,TOMO HOLDINGS,Equity,"4,000",KYG8955R1011,
6929.hk,06929,ORBUSNEICH,Equity,500,KYG6773B1005,
6933.hk,06933,SINO-ENTERTAIN,Equity,"2,000",KYG8191E1044,
6936.hk,06936,SF HOLDING,Equity,200,CNE100006NF4,
6939.hk,06939,MEGAIN,Equity,"2,000",KYG5961G1038,
6955.hk,06955,BOAN BIOTECH,Equity,200,CNE100005RV4,
6958.hk,06958,ZHENRO SERVICES,Equity,"1,000",KYG9898V1005,
6959.hk,06959,CHANGJIU HLDGS,Equity,100,KYG2044E1061,
6960.hk,06960,SHUANGDENG,Equity,500,CNE1000071N4,
6963.hk,06963,SUNSHINE INS,Equity,500,CNE100005MM4,
6966.hk,06966,C WAN TONG YUAN,Equity,"10,000",KYG215AA1032,
6968.hk,06968,GANGLONG CHINA,Equity,"1,000",KYG373041055,
6969.hk,06969,SMOORE INTL,Equity,"1,000",KYG8245V1023,
6978.hk,06978,IMMUNOTECH-B,Equity,"1,000",KYG4721A1004,
6979.hk,06979,ZJLD,Equity,200,KYG989BA1027,
6988.hk,06988,JOY SPREADER,Equity,"1,000",KYG5191P1054,
6989.hk,06989,EXCELLENCE CM,Equity,"1,000",KYG3235S1021,
6990.hk,06990,SKB BIO-B,Equity,100,CNE1000062J1,
6993.hk,06993,BLUE MOON GROUP,Equity,500,KYG1193D1097,
6996.hk,06996,ANTENGENE-B,Equity,500,KYG039571008,
6998.hk,06998,GENOR-B,Equity,500,KYG3871A1004,
6999.hk,06999,LEADING HLDGS,Equity,"1,000",KYG5410P1000,
7855.hk,07855,TECHSTARACQ-Z,Equity,"110,000",KYG8730C1069,
8001.hk,08001,ORIENTSEC INT,Equity,"6,000",KYG6805Q1174,
8003.hk,08003,GREAT WORLD,Equity,"6,000",KYG4158M1226,
8005.hk,08005,YUXING INFOTECH,Equity,"2,000",BMG9883P1344,
8006.hk,08006,SINO SPLENDID,Equity,"10,000",KYG816BP1201,
8007.hk,08007,GLOBALSTRAT,Equity,"10,000",KYG3947G1560,
8013.hk,08013,ECI TECH,Equity,"20,000",            ,
8017.hk,08017,TRADEGO,Equity,"4,000",KYG8985W1042,
8018.hk,08018,FINSOFT FIN,Equity,"10,000",KYG3461G1863,
8019.hk,08019,HAO WEN HLDGS,Equity,"20,000",KYG4286Q1698,
8020.hk,08020,UNITAS HOLD,Equity,"10,000",KYG9345D1097,
8021.hk,08021,WLS HOLDINGS,Equity,"10,000",BMG9726D1323,
8023.hk,08023,KWONG MAN KEE,Equity,"6,000",KYG532951046,
8026.hk,08026,CB GLOBAL,Equity,"1,000",KYG211AJ1037,
8027.hk,08027,KPM HOLDING,Equity,"5,000",KYG5314U1224,
8028.hk,08028,TIMELESS,Equity,"20,000",HK0000981941,
8029.hk,08029,IMPERIUM FIN GP,Equity,"5,000",KYG857AT1273,
8030.hk,08030,FENGYINHE,Equity,"5,000",KYG3642R1011,
8031.hk,08031,ETS GROUP,Equity,"2,000",KYG314241152,
8033.hk,08033,VODATEL NETWORK,Equity,"2,000",BMG938831093,
8035.hk,08035,JANCO HOLDINGS,Equity,"10,000",KYG5017F1090,
8036.hk,08036,EBROKER GROUP,Equity,"10,000",KYG292091066,
8037.hk,08037,CH BIOTECH SER,Equity,"5,000",BMG2152F1014,
8039.hk,08039,CHINA COME RIDE,Equity,"8,000",KYG5300B1041,
8040.hk,08040,COOLPOINT INNO,Equity,"5,000",KYG2R66A1080,
8041.hk,08041,INTELLIMARK AI,Equity,"20,000",            ,
8042.hk,08042,KOS INTL,Equity,"10,000",KYG531501016,
8043.hk,08043,ATLINKS,Equity,"5,000",KYG069761073,
8047.hk,08047,CHINA OCEAN GP,Equity,"4,000",            ,
8048.hk,08048,YU TAK INT'L,Equity,"2,000",BMG9887Q1042,
8049.hk,08049,JILIN CHANGLONG,Equity,"4,000",CNE100000130,
8050.hk,08050,QUANTUM THINK,Equity,"2,000",KYG7S12H1066,
8051.hk,08051,CIRCUTECH,Equity,200,KYG2180K1141,
8052.hk,08052,LUK HING ENT,Equity,"20,000",KYG569701173,
8056.hk,08056,LIFE CONCEPTS,Equity,"10,000",BMG548332003,
8057.hk,08057,MADISON HLDG,Equity,"4,000",KYG5747Y1136,
8059.hk,08059,GLORY FLAME,Equity,"5,000",KYG394011079,
8060.hk,08060,GLOBAL LINK,Equity,"10,000",KYG392991132,
8062.hk,08062,EFT SOLUTIONS,Equity,"5,000",KYG294321040,
8063.hk,08063,GLOBAL M HLDG,Equity,"5,000",KYG3932Y1136,
8065.hk,08065,KML TECH,Equity,"5,000",KYG5S00R1029,
8066.hk,08066,PHOENITRON HOLD,Equity,"5,000",KYG7059R1323,
8067.hk,08067,OUC HOLDINGS,Equity,"1,000",HK0000231891,
8069.hk,08069,FLYDOO TECH,Equity,"5,000",KYG981251005,
8070.hk,08070,KEEN OCEAN,Equity,"5,000",KYG5244B1032,
8071.hk,08071,CH NETCOMTECH,Equity,"5,000",KYG2117P1110,
8072.hk,08072,ROMA META GROUP,Equity,"20,000",KYG7633U2131,
8073.hk,08073,SFSY NEW MAT,Equity,"4,000",BMG215971026,
8076.hk,08076,SING LEE,Equity,"5,000",BMG819641017,
8079.hk,08079,WISDOMCOME GP,Equity,"5,000",BMG2916U2044,
8080.hk,08080,NAS HOLDINGS,Equity,"20,000",BMG664301360,
8081.hk,08081,HANG TAI YUE GP,Equity,"10,000",BMG4289J1053,
8082.hk,08082,QINGHUA HOLD,Equity,"10,000",BMG8572C1073,
8083.hk,08083,YOUZAN,Equity,"4,000",BMG2164J1099,
8087.hk,08087,CHINA 33MEDIA,Equity,"10,000",KYG8442C1548,
8091.hk,08091,OOH HOLDINGS,Equity,"10,000",KYG675351079,
8092.hk,08092,ITE HOLDINGS,Equity,"4,000",KYG6333F1046,
8093.hk,08093,WEB3 META,Equity,"5,000",KYG6129U1094,
8095.hk,08095,BEIDA JADE BIRD,Equity,"1,000",CNE100000551,
8096.hk,08096,TASTY CONCEPTS,Equity,"5,000",KYG8693A1132,
8098.hk,08098,CL GROUP,Equity,"10,000",KYG220291051,
8100.hk,08100,FAMOUS TECH INT,Equity,"6,000",BMG3867N1406,
8103.hk,08103,HMVOD,Equity,"1,500",KYG4527B1041,
8106.hk,08106,SHENGHUA LANDE,Equity,"5,000",CNE100000700,
8107.hk,08107,FICUS TECH,Equity,"5,000",KYG9377G1376,
8111.hk,08111,CT IND GROUP,Equity,"10,000",KYG8440V1133,
8112.hk,08112,CORNERSTONE FIN,Equity,"24,000",KYG3610T1215,
8113.hk,08113,V&V TECH,Equity,"5,000",KYG4492L1370,
8115.hk,08115,SHANGHAI QINGPU,Equity,"4,000",CNE100000197,
8117.hk,08117,CHI P ENERGY,Equity,"10,000",KYG2161J1022,
8118.hk,08118,BORTEX GLOBAL,Equity,"8,000",KYG125871049,
8120.hk,08120,CH DEMETER FIN,Equity,"5,000",BMG2125V1596,
8121.hk,08121,GUOEN HOLDINGS,Equity,"10,000",KYG428971272,
8123.hk,08123,SINOFORTUNE FIN,Equity,"6,000",KYG8406P1000,
8125.hk,08125,CHINA NEW HLDGS,Equity,"8,000",HK0001114336,
8126.hk,08126,G. A. HOLDINGS,Equity,"4,000",KYG3706N1034,
8128.hk,08128,CHYY GP,Equity,"8,000",KYG2127R1074,
8130.hk,08130,DADI INTL GROUP,Equity,"20,000",BMG2617D1056,
8131.hk,08131,ABC MULTIACTIVE,Equity,"10,000",BMG0031W1477,
8132.hk,08132,CENTURY EN INTL,Equity,"10,000",KYG2162K1168,
8133.hk,08133,JISHENG GP HLDG,Equity,"8,000",KYG511391719,
8136.hk,08136,IMS GROUP,Equity,"10,000",KYG472571036,
8137.hk,08137,HONBRIDGE,Equity,"2,000",KYG4587J1123,
8139.hk,08139,CHANGAN RH,Equity,500,CNE100003DZ0,
8140.hk,08140,BOSATECH,Equity,"10,000",KYG1263R1039,
8143.hk,08143,GF HEALTHCARE,Equity,"10,000",KYG4052M1116,
8146.hk,08146,GRACEWINE,Equity,"10,000",KYG4036R1039,
8147.hk,08147,MILLENNIUM PG,Equity,"8,000",KYG6169E1715,
8148.hk,08148,WUXI LIFE,Equity,"20,000",KYG063701786,
8149.hk,08149,ALTUS HLDGS,Equity,"10,000",KYG0R70H1014,
8152.hk,08152,M&L HOLDINGS,Equity,"10,000",KYG6125R1002,
8153.hk,08153,JIADING INTL GP,Equity,"10,000",BMG3394P1547,
8156.hk,08156,SINOPHARM TECH,Equity,"10,000",            ,
8158.hk,08158,CRMI,Equity,"5,000",KYG2129W1380,
8159.hk,08159,CU VENTURE INV,Equity,"5,000",BMG394081100,
8160.hk,08160,GOLDWAY EDU,Equity,"12,000",KYG3981U1379,
8161.hk,08161,MEDINET GROUP,Equity,"4,000",KYG5955D1088,
8162.hk,08162,LOCO HK,Equity,"10,000",HK0000207610,
8163.hk,08163,NOIZ GROUP,Equity,"20,000",KYG6021S1949,
8168.hk,08168,AMASSE CAPITAL,Equity,"10,000",KYG024821004,
8169.hk,08169,ECO-TEK HLDGS,Equity,"10,000",KYG3039J1004,
8172.hk,08172,LAJIN ENT,Equity,"20,000",BMG5351M1165,
8173.hk,08173,HEPHAESTUS HLDG,Equity,"20,000",KYG4404S1057,
8176.hk,08176,SUPERROBOTICS,Equity,"5,000",BMG8587J1053,
8178.hk,08178,CHINA INFO TECH,Equity,"2,000",KYG215501688,
8179.hk,08179,PALINDA GROUP,Equity,"12,000",KYG6879A1058,
8181.hk,08181,KS SMART MGMT,Equity,"8,000",KYG8109A1031,
8186.hk,08186,ALMANA,Equity,"5,000",BMG6315H1025,
8187.hk,08187,JIMU GROUP,Equity,"5,000",KYG513771108,
8188.hk,08188,GME GROUP,Equity,"4,000",KYG3946R1048,
8189.hk,08189,TEDA BIOMEDICAL,Equity,"5,000",CNE1000004H7,
8191.hk,08191,HONG WEI ASIA,Equity,"6,000",HK0000813342,
8193.hk,08193,ASIAPAC FIN INV,Equity,"10,000",KYG0542D1584,
8195.hk,08195,LEGENDARY EDU,Equity,"2,000",KYG5450S1131,
8196.hk,08196,FUTIAN HOLDINGS,Equity,"8,000",KYG408011214,
8198.hk,08198,CRYPTO FLOW,Equity,"4,000",KYG5656D1189,
8200.hk,08200,SAU SAN TONG,Equity,"4,000",KYG781652253,
8201.hk,08201,PPS INT'L,Equity,"20,000",KYG7222V1840,
8203.hk,08203,KAISUN HOLDINGS,Equity,"10,000",KYG8310R1276,
8205.hk,08205,JIAODA WITHUB,Equity,"4,000",CNE100000189,
8206.hk,08206,S ROBOT EDU,Equity,"1,000",KYG8117F1028,
8208.hk,08208,WMCH GLOBAL,Equity,"6,000",KYG9T26K1088,
8210.hk,08210,DLC ASIA,Equity,"10,000",KYG3166C1006,
8211.hk,08211,ZHEJIANG YONGAN,Equity,"10,000",CNE1000001F7,
8213.hk,08213,STARGLORY HLDGS,Equity,"10,000",KYG844271141,
8215.hk,08215,FIRST CREDIT,Equity,"20,000",BMG3467U1229,
8217.hk,08217,WMHW,Equity,"10,000",KYG5700C1244,
8218.hk,08218,ECHO INT HOLD,Equity,"12,000",KYG2919W1327,
8219.hk,08219,HANVEY GROUP,Equity,"10,000",KYG4289R1157,
8220.hk,08220,BINGO GROUP,Equity,"1,000",KYG1116Y1567,
8221.hk,08221,GAOYU FINANCE,Equity,"5,000",KYG704861247,
8222.hk,08222,E LIGHTING,Equity,"4,000",KYG3003A1013,
8223.hk,08223,ZYY,Equity,"4,000",KYG9898B1041,
8225.hk,08225,C HEALTH GP,Equity,"20,000",KYG2117N1088,
8226.hk,08226,KOALA FIN GP,Equity,"5,000",KYG5306J1195,
8227.hk,08227,HAITIAN ANTENNA,Equity,"1,000",CNE1000001D2,
8229.hk,08229,FUTURE DATA,Equity,"5,000",KYG3729W1069,
8232.hk,08232,CLASSIFIED GP,Equity,"5,000",KYG2190B1124,
8237.hk,08237,LINK HOLDINGS,Equity,"6,000",KYG5496E1364,
8238.hk,08238,WINTO GROUP,Equity,"8,000",KYG9722S1333,
8239.hk,08239,CAPITAL FIN,Equity,"10,000",BMG1941S2007,
8241.hk,08241,YING KEE TEA,Equity,"5,000",HK0000408101,
8245.hk,08245,SHANYU GROUP,Equity,"20,000",KYG675491404,
8246.hk,08246,ZHONGHUA GAS,Equity,"8,000",KYG9897L1032,
8247.hk,08247,BIOSINO BIO-TEC,Equity,"2,000",CNE100000288,
8249.hk,08249,RUIYUAN IC TECH,Equity,"5,000",CNE1000004Z9,
8250.hk,08250,DU DU HLDGS,Equity,"10,000",KYG8133P1182,
8257.hk,08257,GENES TECH,Equity,"10,000",KYG3825A1076,
8262.hk,08262,SUPER STRONG,Equity,"10,000",KYG8587W1069,
8267.hk,08267,LINEKONG,Equity,500,KYG5504C1069,
8268.hk,08268,SMART CITY DEV,Equity,"8,000",KYG8211U1040,
8269.hk,08269,WEALTH GLORY,Equity,"30,000",KYG488341655,
8270.hk,08270,CHINA CBM,Equity,"10,000",BMG2152N2038,
8271.hk,08271,GDC,Equity,"2,000",BMG4046D1020,
8275.hk,08275,CHINA NEW CONS,Equity,"20,000",KYG1142R1424,
8277.hk,08277,STEEDORIENTAL,Equity,"2,000",KYG846071036,
8279.hk,08279,AGTECH HOLDINGS,Equity,"4,000",BMG0135Z1032,
8280.hk,08280,CDV HOLDINGS,Equity,"2,000",KYG2118T1040,
8281.hk,08281,CH GOLD CLASSIC,Equity,"8,000",KYG2119E1061,
8282.hk,08282,GAMEONE,Equity,"12,000",KYG3729L1260,
8283.hk,08283,ZHONGSHI MINAN,Equity,"1,000",KYG9897M1270,
8285.hk,08285,SLING GROUP,Equity,"5,000",KYG8192F1000,
8286.hk,08286,CCOE,Equity,"5,000",CNE100000452,
8290.hk,08290,AHSAY BACKUP,Equity,"10,000",KYG0132C1078,
8291.hk,08291,HK ENT INTL,Equity,"10,000",KYG942971436,
8292.hk,08292,WORLDGATEGLOBAL,Equity,"10,000",KYG9769B1005,
8293.hk,08293,SINGASIA HLDG,Equity,"20,000",KYG8159T1195,
8295.hk,08295,KINGWISOFT TECH,Equity,"20,000",KYG989MR1033,
8296.hk,08296,SINO-LIFE GROUP,Equity,"4,000",KYG816BW1178,
8297.hk,08297,OCEAN STAR TECH,Equity,"2,500",KYG6381M1006,
8299.hk,08299,GT GOLD,Equity,"24,000",KYG4136P1303,
8300.hk,08300,JIN MI FANG GP,Equity,"20,000",KYG770951005,
8305.hk,08305,ST HLDGS,Equity,"10,000",KYG891951041,
8307.hk,08307,MEDICSKIN,Equity,"4,000",KYG595641070,
8308.hk,08308,GUDOU HLDGS,Equity,"4,000",KYG419791085,
8309.hk,08309,MANSHING GLOBAL,Equity,"10,000",KYG579641013,
8310.hk,08310,YANCHENG PORT,Equity,"10,000",KYG2616H1074,
